ID,monthlyRent(us_dollar)
Test_2542,376.98532
Test_2543,176.92584
Test_2544,144.11472
Test_2545,617.7708
Test_2546,527.55756
Test_2547,396.2239
Test_2548,107.88636
Test_2549,123.06037
Test_2550,230.82715
Test_2551,406.1076
Test_2552,323.83987
Test_2553,411.12625
Test_2554,395.76523
Test_2555,589.64307
Test_2556,370.26727
Test_2557,369.25693
Test_2558,245.62128
Test_2559,247.47206
Test_2560,186.08354
Test_2561,127.339836
Test_2562,202.24442
Test_2563,397.2671
Test_2564,155.64017
Test_2565,439.89325
Test_2566,386.83286
Test_2567,420.46454
Test_2568,284.7347
Test_2569,406.76996
Test_2570,671.9119
Test_2571,281.94232
Test_2572,546.49194
Test_2573,118.59537
Test_2574,385.29718
Test_2575,385.55753
Test_2576,462.80963
Test_2577,204.19945
Test_2578,157.91931
Test_2579,234.27885
Test_2580,156.82863
Test_2581,117.57089
Test_2582,272.51093
Test_2583,221.89198
Test_2584,109.48651
Test_2585,430.74945
Test_2586,255.98138
Test_2587,404.86243
Test_2588,206.1157
Test_2589,387.07394
Test_2590,346.72733
Test_2591,487.4729
Test_2592,384.41406
Test_2593,665.61066
Test_2594,732.23236
Test_2595,96.84392
Test_2596,131.5692
Test_2597,180.96107
Test_2598,402.4322
Test_2599,495.4651
Test_2600,520.4954
Test_2601,145.93185
Test_2602,158.90681
Test_2603,108.06172
Test_2604,261.87643
Test_2605,737.9267
Test_2606,140.45518
Test_2607,179.06763
Test_2608,182.06743
Test_2609,387.25967
Test_2610,222.66243
Test_2611,226.80403
Test_2612,245.16513
Test_2613,378.149
Test_2614,271.38937
Test_2615,417.68137
Test_2616,201.16687
Test_2617,190.00763
Test_2618,339.319
Test_2619,480.20187
Test_2620,162.7047
Test_2621,219.2343
Test_2622,327.897
Test_2623,391.52094
Test_2624,128.44824
Test_2625,208.9097
Test_2626,360.41373
Test_2627,510.34958
Test_2628,533.6974
Test_2629,873.93256
Test_2630,171.0642
Test_2631,281.36932
Test_2632,191.89731
Test_2633,98.406006
Test_2634,450.36362
Test_2635,215.43538
Test_2636,116.69458
Test_2637,100.09289
Test_2638,321.38742
Test_2639,143.08931
Test_2640,166.92307
Test_2641,371.54953
Test_2642,117.75752
Test_2643,169.06796
Test_2644,339.80374
Test_2645,184.15755
Test_2646,347.833
Test_2647,778.3332
Test_2648,363.22845
Test_2649,233.8617
Test_2650,247.79846
Test_2651,105.017975
Test_2652,947.6114
Test_2653,151.00519
Test_2654,483.38565
Test_2655,409.4678
Test_2656,407.8538
Test_2657,449.95834
Test_2658,309.19717
Test_2659,306.35184
Test_2660,939.64496
Test_2661,386.61423
Test_2662,163.34023
Test_2663,248.63962
Test_2664,127.93606
Test_2665,1170.7997
Test_2666,417.43625
Test_2667,285.25262
Test_2668,151.39838
Test_2669,498.98535
Test_2670,119.704506
Test_2671,158.47485
Test_2672,169.71165
Test_2673,242.21538
Test_2674,356.78568
Test_2675,201.26974
Test_2676,374.32773
Test_2677,78.922066
Test_2678,553.75854
Test_2679,277.78943
Test_2680,1090.3987
Test_2681,185.50053
Test_2682,624.2295
Test_2683,463.81302
Test_2684,402.09705
Test_2685,413.8869
Test_2686,393.70175
Test_2687,199.33093
Test_2688,130.39372
Test_2689,212.4583
Test_2690,999.9272
Test_2691,386.67508
Test_2692,109.30822
Test_2693,218.63194
Test_2694,223.13127
Test_2695,305.7563
Test_2696,385.59656
Test_2697,127.497345
Test_2698,209.51192
Test_2699,321.2829
Test_2700,120.47118
Test_2701,698.3002
Test_2702,213.27872
Test_2703,102.7548
Test_2704,404.7631
Test_2705,345.1499
Test_2706,749.5657
Test_2707,923.7162
Test_2708,400.23285
Test_2709,1066.7109
Test_2710,478.0331
Test_2711,265.9336
Test_2712,292.93948
Test_2713,472.4823
Test_2714,162.293
Test_2715,426.2437
Test_2716,114.872116
Test_2717,331.4427
Test_2718,238.48344
Test_2719,169.84549
Test_2720,550.0141
Test_2721,238.48393
Test_2722,150.80042
Test_2723,199.61804
Test_2724,131.61005
Test_2725,329.0459
Test_2726,328.0278
Test_2727,262.65863
Test_2728,393.22128
Test_2729,412.44888
Test_2730,309.0972
Test_2731,229.51456
Test_2732,537.9055
Test_2733,135.5093
Test_2734,250.19771
Test_2735,243.69458
Test_2736,439.35864
Test_2737,336.6817
Test_2738,98.96393
Test_2739,151.42441
Test_2740,238.34042
Test_2741,201.71355
Test_2742,270.50598
Test_2743,697.872
Test_2744,262.8908
Test_2745,896.11566
Test_2746,278.75186
Test_2747,473.94357
Test_2748,814.5991
Test_2749,101.812256
Test_2750,184.3677
Test_2751,89.83122
Test_2752,351.549
Test_2753,167.51657
Test_2754,316.36508
Test_2755,392.16196
Test_2756,341.73267
Test_2757,380.37283
Test_2758,159.90976
Test_2759,169.43863
Test_2760,885.9528
Test_2761,210.00528
Test_2762,389.21005
Test_2763,369.84296
Test_2764,345.24243
Test_2765,773.6794
Test_2766,417.43945
Test_2767,340.246
Test_2768,206.01512
Test_2769,114.15488
Test_2770,299.86887
Test_2771,246.92334
Test_2772,240.50027
Test_2773,172.51962
Test_2774,168.89749
Test_2775,413.5386
Test_2776,227.40135
Test_2777,285.51556
Test_2778,454.6262
Test_2779,354.822
Test_2780,172.42029
Test_2781,164.3966
Test_2782,173.23708
Test_2783,191.95778
Test_2784,250.84677
Test_2785,159.5117
Test_2786,193.76825
Test_2787,830.9841
Test_2788,304.41238
Test_2789,356.90225
Test_2790,234.40788
Test_2791,106.66298
Test_2792,630.7396
Test_2793,310.70868
Test_2794,377.96063
Test_2795,845.7711
Test_2796,143.76328
Test_2797,100.302536
Test_2798,522.17456
Test_2799,201.3766
Test_2800,572.8738
Test_2801,260.87036
Test_2802,99.77023
Test_2803,168.10075
Test_2804,190.66403
Test_2805,120.53015
Test_2806,234.14969
Test_2807,1029.8055
Test_2808,610.1827
Test_2809,377.03223
Test_2810,205.84888
Test_2811,227.78857
Test_2812,176.12744
Test_2813,290.65387
Test_2814,246.41264
Test_2815,333.77686
Test_2816,389.64856
Test_2817,245.45915
Test_2818,266.47787
Test_2819,727.31635
Test_2820,279.93036
Test_2821,186.80879
Test_2822,242.48003
Test_2823,337.77884
Test_2824,218.41098
Test_2825,315.0161
Test_2826,268.05035
Test_2827,110.91386
Test_2828,541.8721
Test_2829,230.95143
Test_2830,95.84394
Test_2831,1415.0854
Test_2832,370.92303
Test_2833,213.21083
Test_2834,204.08514
Test_2835,131.38889
Test_2836,371.18906
Test_2837,174.83589
Test_2838,736.89777
Test_2839,161.45355
Test_2840,262.66412
Test_2841,343.7981
Test_2842,177.22104
Test_2843,115.42344
Test_2844,215.6166
Test_2845,995.5919
Test_2846,146.96417
Test_2847,366.20477
Test_2848,481.02628
Test_2849,169.58699
Test_2850,339.25424
Test_2851,591.0402
Test_2852,282.0256
Test_2853,264.69104
Test_2854,167.06372
Test_2855,299.5149
Test_2856,403.61148
Test_2857,174.80048
Test_2858,375.42496
Test_2859,101.66692
Test_2860,134.46362
Test_2861,375.4305
Test_2862,339.75537
Test_2863,1056.1705
Test_2864,388.52252
Test_2865,992.45886
Test_2866,613.78485
Test_2867,231.11333
Test_2868,324.27597
Test_2869,149.50404
Test_2870,128.90912
Test_2871,306.62463
Test_2872,297.98737
Test_2873,282.93137
Test_2874,187.94171
Test_2875,308.72092
Test_2876,220.51189
Test_2877,480.98514
Test_2878,120.22718
Test_2879,277.28934
Test_2880,965.4378
Test_2881,80.0509
Test_2882,274.35486
Test_2883,229.87305
Test_2884,331.08362
Test_2885,133.2417
Test_2886,266.3604
Test_2887,307.72308
Test_2888,140.20567
Test_2889,165.8677
Test_2890,132.2454
Test_2891,198.29501
Test_2892,490.9198
Test_2893,343.25745
Test_2894,468.47028
Test_2895,216.1921
Test_2896,190.43369
Test_2897,385.40488
Test_2898,417.6235
Test_2899,205.95563
Test_2900,254.73419
Test_2901,307.69012
Test_2902,373.69788
Test_2903,180.30016
Test_2904,593.846
Test_2905,229.58266
Test_2906,245.81166
Test_2907,395.31992
Test_2908,70.26627
Test_2909,386.61423
Test_2910,583.2331
Test_2911,328.8607
Test_2912,875.5592
Test_2913,138.7904
Test_2914,370.46344
Test_2915,221.27873
Test_2916,405.58255
Test_2917,381.96353
Test_2918,341.75052
Test_2919,217.78482
Test_2920,164.03918
Test_2921,226.47789
Test_2922,354.2528
Test_2923,351.04395
Test_2924,237.32402
Test_2925,275.08862
Test_2926,159.10559
Test_2927,183.99869
Test_2928,267.74414
Test_2929,173.30144
Test_2930,567.0666
Test_2931,174.89389
Test_2932,393.1804
Test_2933,299.66476
Test_2934,184.7473
Test_2935,179.09299
Test_2936,214.95045
Test_2937,458.2259
Test_2938,218.63449
Test_2939,176.92412
Test_2940,177.67401
Test_2941,228.1062
Test_2942,282.74054
Test_2943,423.05765
Test_2944,242.24365
Test_2945,105.83332
Test_2946,176.9293
Test_2947,159.81126
Test_2948,161.51463
Test_2949,143.74223
Test_2950,126.023254
Test_2951,420.07416
Test_2952,707.216
Test_2953,259.5201
Test_2954,283.924
Test_2955,173.99605
Test_2956,490.28015
Test_2957,393.47647
Test_2958,246.92334
Test_2959,79.140915
Test_2960,221.27873
Test_2961,370.14587
Test_2962,130.04774
Test_2963,104.264084
Test_2964,235.98662
Test_2965,221.75166
Test_2966,362.5551
Test_2967,96.611
Test_2968,134.688
Test_2969,154.66846
Test_2970,113.801735
Test_2971,196.2312
Test_2972,274.75177
Test_2973,91.24665
Test_2974,378.93457
Test_2975,124.6178
Test_2976,304.8786
Test_2977,466.22946
Test_2978,251.2621
Test_2979,1172.7937
Test_2980,512.5942
Test_2981,267.90143
Test_2982,263.86725
Test_2983,310.61023
Test_2984,122.1077
Test_2985,609.76184
Test_2986,133.24944
Test_2987,203.34508
Test_2988,365.6226
Test_2989,404.92438
Test_2990,265.8737
Test_2991,122.39666
Test_2992,356.4269
Test_2993,394.56732
Test_2994,469.83276
Test_2995,530.3647
Test_2996,153.8263
Test_2997,173.90816
Test_2998,514.06555
Test_2999,337.69968
Test_3000,124.492165
Test_3001,147.89676
Test_3002,444.69092
Test_3003,152.90892
Test_3004,388.13434
Test_3005,343.32385
Test_3006,137.40771
Test_3007,103.50405
Test_3008,639.7957
Test_3009,169.53406
Test_3010,244.99205
Test_3011,179.14174
Test_3012,170.59143
Test_3013,195.4031
Test_3014,281.5469
Test_3015,656.8737
Test_3016,125.251305
Test_3017,1160.2596
Test_3018,125.041306
Test_3019,565.89355
Test_3020,119.14884
Test_3021,403.7509
Test_3022,192.27193
Test_3023,300.3016
Test_3024,166.34433
Test_3025,194.58745
Test_3026,293.94977
Test_3027,124.661736
Test_3028,137.86784
Test_3029,266.00607
Test_3030,54.68693
Test_3031,418.95483
Test_3032,180.93703
Test_3033,239.50388
Test_3034,456.6259
Test_3035,253.8715
Test_3036,401.71716
Test_3037,435.06265
Test_3038,209.21947
Test_3039,202.48077
Test_3040,158.22719
Test_3041,258.54846
Test_3042,351.85425
Test_3043,75.86116
Test_3044,358.53058
Test_3045,317.04132
Test_3046,223.64543
Test_3047,116.41656
Test_3048,227.48344
Test_3049,309.6515
Test_3050,372.21387
Test_3051,265.99283
Test_3052,180.49707
Test_3053,367.12482
Test_3054,169.21786
Test_3055,154.25821
Test_3056,564.379
Test_3057,343.31287
Test_3058,269.3463
Test_3059,917.02655
Test_3060,417.43814
Test_3061,100.08918
Test_3062,897.1621
Test_3063,125.939384
Test_3064,191.39638
Test_3065,488.5412
Test_3066,136.38254
Test_3067,166.45116
Test_3068,251.34076
Test_3069,407.4775
Test_3070,674.9963
Test_3071,173.44475
Test_3072,382.56284
Test_3073,371.35657
Test_3074,265.97928
Test_3075,125.140915
Test_3076,172.82428
Test_3077,346.04816
Test_3078,381.59906
Test_3079,474.3986
Test_3080,263.01047
Test_3081,446.47296
Test_3082,147.2866
Test_3083,319.93686
Test_3084,86.51881
Test_3085,261.81818
Test_3086,230.81593
Test_3087,381.84222
Test_3088,98.84845
Test_3089,233.22064
Test_3090,264.43512
Test_3091,282.33496
Test_3092,243.65646
Test_3093,355.73788
Test_3094,441.33286
Test_3095,169.48715
Test_3096,133.94595
Test_3097,356.61725
Test_3098,421.9824
Test_3099,390.20227
Test_3100,158.77422
Test_3101,277.31717
Test_3102,185.42487
Test_3103,326.6506
Test_3104,211.21188
Test_3105,369.0874
Test_3106,188.7041
Test_3107,183.43224
Test_3108,555.6186
Test_3109,407.6338
Test_3110,175.56024
Test_3111,226.35068
Test_3112,326.53052
Test_3113,378.61945
Test_3114,118.297554
Test_3115,324.7571
Test_3116,180.53922
Test_3117,104.8021
Test_3118,581.7537
Test_3119,386.8384
Test_3120,740.5744
Test_3121,309.66595
Test_3122,305.08194
Test_3123,354.49347
Test_3124,258.04898
Test_3125,336.6647
Test_3126,833.78467
Test_3127,738.1518
Test_3128,185.92258
Test_3129,270.91888
Test_3130,378.047
Test_3131,89.476135
Test_3132,132.4985
Test_3133,524.11127
Test_3134,137.43822
Test_3135,369.43582
Test_3136,439.5325
Test_3137,250.30183
Test_3138,445.245
Test_3139,877.62445
Test_3140,261.30515
Test_3141,228.76923
Test_3142,226.19298
Test_3143,87.33955
Test_3144,269.9108
Test_3145,167.28343
Test_3146,198.82346
Test_3147,214.24062
Test_3148,174.96216
Test_3149,235.96852
Test_3150,378.047
Test_3151,549.94836
Test_3152,388.37897
Test_3153,204.76686
Test_3154,606.5174
Test_3155,119.47692
Test_3156,259.59467
Test_3157,281.32928
Test_3158,145.24463
Test_3159,80.48159
Test_3160,188.88878
Test_3161,175.389
Test_3162,105.245834
Test_3163,349.98248
Test_3164,835.761
Test_3165,650.34235
Test_3166,323.83582
Test_3167,121.77213
Test_3168,195.28693
Test_3169,371.8757
Test_3170,245.0872
Test_3171,422.19952
Test_3172,963.09595
Test_3173,120.51005
Test_3174,205.06026
Test_3175,404.38065
Test_3176,71.72264
Test_3177,112.95769
Test_3178,393.78247
Test_3179,168.89749
Test_3180,351.05557
Test_3181,188.6156
Test_3182,130.726
Test_3183,781.3582
Test_3184,618.48224
Test_3185,181.22035
Test_3186,173.27354
Test_3187,166.76523
Test_3188,418.57983
Test_3189,185.88995
Test_3190,268.85492
Test_3191,208.7371
Test_3192,392.64404
Test_3193,165.98721
Test_3194,393.14005
Test_3195,166.93468
Test_3196,439.87408
Test_3197,125.64886
Test_3198,294.5568
Test_3199,153.6548
Test_3200,177.18013
Test_3201,272.21606
Test_3202,209.36021
Test_3203,145.33287
Test_3204,668.66327
Test_3205,756.3145
Test_3206,129.32565
Test_3207,462.08588
Test_3208,178.54262
Test_3209,733.78705
Test_3210,187.13026
Test_3211,169.58699
Test_3212,192.30849
Test_3213,324.7345
Test_3214,375.05
Test_3215,165.1898
Test_3216,184.47668
Test_3217,351.75473
Test_3218,146.94641
Test_3219,224.12735
Test_3220,481.59415
Test_3221,247.06743
Test_3222,113.22618
Test_3223,300.29733
Test_3224,669.48956
Test_3225,448.7346
Test_3226,363.14346
Test_3227,243.92383
Test_3228,160.13718
Test_3229,173.25714
Test_3230,185.39441
Test_3231,223.69261
Test_3232,328.01718
Test_3233,169.18341
Test_3234,348.98755
Test_3235,446.44888
Test_3236,113.15885
Test_3237,406.2918
Test_3238,499.93475
Test_3239,251.64009
Test_3240,176.70898
Test_3241,201.75842
Test_3242,225.03426
Test_3243,299.49774
Test_3244,529.8434
Test_3245,174.12866
Test_3246,746.7774
Test_3247,509.69992
Test_3248,585.00824
Test_3249,715.1959
Test_3250,187.95865
Test_3251,369.9177
Test_3252,115.89762
Test_3253,137.65765
Test_3254,243.86165
Test_3255,849.32275
Test_3256,140.69498
Test_3257,211.93083
Test_3258,388.12173
Test_3259,137.13768
Test_3260,117.53897
Test_3261,372.21387
Test_3262,88.02859
Test_3263,505.2381
Test_3264,149.03297
Test_3265,444.72653
Test_3266,588.77325
Test_3267,600.5006
Test_3268,368.4243
Test_3269,170.03407
Test_3270,207.33044
Test_3271,396.49536
Test_3272,227.36992
Test_3273,305.75037
Test_3274,230.49928
Test_3275,263.4549
Test_3276,248.39316
Test_3277,664.4404
Test_3278,179.39375
Test_3279,353.76428
Test_3280,162.60806
Test_3281,105.95115
Test_3282,263.0351
Test_3283,373.21698
Test_3284,249.79413
Test_3285,187.74174
Test_3286,89.28989
Test_3287,209.18105
Test_3288,114.232605
Test_3289,87.15467
Test_3290,298.625
Test_3291,147.86302
Test_3292,153.97565
Test_3293,153.97565
Test_3294,355.1341
Test_3295,193.8545
Test_3296,198.06491
Test_3297,294.66565
Test_3298,186.2501
Test_3299,169.24274
Test_3300,226.74292
Test_3301,592.0812
Test_3302,385.49457
Test_3303,422.19952
Test_3304,107.71877
Test_3305,362.1994
Test_3306,281.58194
Test_3307,153.32773
Test_3308,376.98532
Test_3309,967.2784
Test_3310,137.19984
Test_3311,435.13617
Test_3312,408.65015
Test_3313,156.21399
Test_3314,605.5745
Test_3315,306.03665
Test_3316,198.45685
Test_3317,231.61688
Test_3318,169.94185
Test_3319,301.43323
Test_3320,1057.1935
Test_3321,426.71085
Test_3322,349.18036
Test_3323,846.2387
Test_3324,172.99081
Test_3325,141.72359
Test_3326,157.94568
Test_3327,181.15741
Test_3328,426.3583
Test_3329,411.752
Test_3330,114.26332
Test_3331,337.10635
Test_3332,356.35828
Test_3333,676.8341
Test_3334,204.66493
Test_3335,210.23692
Test_3336,428.63596
Test_3337,361.7071
Test_3338,166.44618
Test_3339,837.3169
Test_3340,347.29288
Test_3341,218.62282
Test_3342,852.81366
Test_3343,97.12914
Test_3344,268.79916
Test_3345,194.88327
Test_3346,423.05588
Test_3347,393.28915
Test_3348,122.20252
Test_3349,552.3884
Test_3350,306.0792
Test_3351,404.2231
Test_3352,385.65256
Test_3353,193.29694
Test_3354,195.52617
Test_3355,401.39648
Test_3356,217.38823
Test_3357,411.2049
Test_3358,136.71173
Test_3359,318.2354
Test_3360,314.24957
Test_3361,371.49008
Test_3362,265.33173
Test_3363,276.42633
Test_3364,390.27408
Test_3365,288.82092
Test_3366,382.10013
Test_3367,171.22194
Test_3368,422.31754
Test_3369,787.69385
Test_3370,368.55606
Test_3371,464.01617
Test_3372,200.28928
Test_3373,250.21077
Test_3374,243.22139
Test_3375,198.89311
Test_3376,662.02045
Test_3377,149.54195
Test_3378,843.78937
Test_3379,387.61328
Test_3380,191.86142
Test_3381,463.69073
Test_3382,273.9645
Test_3383,1173.6858
Test_3384,152.99289
Test_3385,230.50087
Test_3386,659.68726
Test_3387,815.6507
Test_3388,331.08362
Test_3389,394.6502
Test_3390,120.71472
Test_3391,113.08396
Test_3392,189.69772
Test_3393,76.59872
Test_3394,460.04538
Test_3395,288.83826
Test_3396,639.5597
Test_3397,318.48944
Test_3398,266.44077
Test_3399,280.28336
Test_3400,317.8309
Test_3401,181.60863
Test_3402,490.81787
Test_3403,484.59628
Test_3404,309.3667
Test_3405,409.6857
Test_3406,361.24316
Test_3407,373.4062
Test_3408,217.026
Test_3409,127.877075
Test_3410,161.30365
Test_3411,250.66216
Test_3412,264.88126
Test_3413,200.70248
Test_3414,82.36515
Test_3415,159.81126
Test_3416,250.10098
Test_3417,252.90826
Test_3418,167.32733
Test_3419,500.28012
Test_3420,990.39105
Test_3421,938.18506
Test_3422,89.19137
Test_3423,198.27267
Test_3424,583.15875
Test_3425,191.15884
Test_3426,91.36104
Test_3427,102.78267
Test_3428,134.81845
Test_3429,1002.90607
Test_3430,450.5667
Test_3431,902.6024
Test_3432,353.24432
Test_3433,255.066
Test_3434,459.373
Test_3435,337.91324
Test_3436,381.33313
Test_3437,302.56198
Test_3438,306.0226
Test_3439,282.43512
Test_3440,121.735695
Test_3441,113.66964
Test_3442,277.12115
Test_3443,638.67395
Test_3444,263.1514
Test_3445,78.33116
Test_3446,91.91419
Test_3447,491.46948
Test_3448,420.63177
Test_3449,126.549614
Test_3450,799.5283
Test_3451,264.8873
Test_3452,175.39034
Test_3453,312.83597
Test_3454,140.71765
Test_3455,201.55505
Test_3456,131.24069
Test_3457,431.6227
Test_3458,396.35425
Test_3459,483.09674
Test_3460,380.81802
Test_3461,60.86797
Test_3462,178.53023
Test_3463,532.00415
Test_3464,261.96085
Test_3465,709.8544
Test_3466,202.40887
Test_3467,247.06555
Test_3468,245.75485
Test_3469,361.8578
Test_3470,356.79657
Test_3471,76.82757
Test_3472,342.201
Test_3473,425.93048
Test_3474,290.79547
Test_3475,365.566
Test_3476,110.019646
Test_3477,503.51523
Test_3478,453.82733
Test_3479,209.78363
Test_3480,924.67816
Test_3481,169.9087
Test_3482,125.45741
Test_3483,168.2173
Test_3484,498.2551
Test_3485,117.44644
Test_3486,92.73738
Test_3487,444.2221
Test_3488,175.96721
Test_3489,350.97433
Test_3490,284.4729
Test_3491,255.72754
Test_3492,234.05193
Test_3493,461.81995
Test_3494,186.32832
Test_3495,47.091835
Test_3496,881.5247
Test_3497,506.91272
Test_3498,274.04773
Test_3499,262.69913
Test_3500,153.77185
Test_3501,282.12704
Test_3502,160.68652
Test_3503,377.64865
Test_3504,693.5194
Test_3505,499.2419
Test_3506,283.9542
Test_3507,134.77472
Test_3508,612.612
Test_3509,215.69868
Test_3510,412.25558
Test_3511,191.22409
Test_3512,229.28964
Test_3513,148.597
Test_3514,129.64717
Test_3515,230.91507
Test_3516,197.13023
Test_3517,129.99011
Test_3518,1023.1652
Test_3519,177.83151
Test_3520,247.2084
Test_3521,1062.118
Test_3522,158.08115
Test_3523,154.29501
Test_3524,277.6281
Test_3525,187.41153
Test_3526,237.46759
Test_3527,262.76837
Test_3528,236.18141
Test_3529,741.8397
Test_3530,165.78975
Test_3531,320.4093
Test_3532,979.7678
Test_3533,189.75418
Test_3534,351.12784
Test_3535,85.41017
Test_3536,270.21777
Test_3537,360.35034
Test_3538,364.0955
Test_3539,475.2121
Test_3540,489.23386
Test_3541,247.51869
Test_3542,849.7337
Test_3543,885.06805
Test_3544,621.0167
Test_3545,191.36458
Test_3546,359.55658
Test_3547,106.61293
Test_3548,304.5577
Test_3549,876.1986
Test_3550,257.13663
Test_3551,358.95697
Test_3552,175.10576
Test_3553,183.87334
Test_3554,367.50418
Test_3555,138.33922
Test_3556,289.67355
Test_3557,1082.0709
Test_3558,171.56401
Test_3559,170.64508
Test_3560,372.24445
Test_3561,407.68588
Test_3562,101.434395
Test_3563,366.4258
Test_3564,413.9257
Test_3565,571.623
Test_3566,171.18546
Test_3567,162.58206
Test_3568,373.53265
Test_3569,318.132
Test_3570,953.64136
Test_3571,369.21295
Test_3572,169.70447
Test_3573,197.03488
Test_3574,183.73615
Test_3575,273.71085
Test_3576,363.86285
Test_3577,222.24406
Test_3578,167.5112
Test_3579,185.73383
Test_3580,258.28952
Test_3581,284.5784
Test_3582,176.26413
Test_3583,599.4838
Test_3584,180.11964
Test_3585,459.7253
Test_3586,149.0446
Test_3587,413.38928
Test_3588,156.17714
Test_3589,470.46753
Test_3590,145.57468
Test_3591,798.19824
Test_3592,341.89383
Test_3593,170.82407
Test_3594,280.1899
Test_3595,332.64087
Test_3596,274.29547
Test_3597,1157.5133
Test_3598,156.6212
Test_3599,112.9655
Test_3600,178.92334
Test_3601,538.0638
Test_3602,244.32524
Test_3603,330.01645
Test_3604,243.4634
Test_3605,703.41394
Test_3606,407.3269
Test_3607,269.70218
Test_3608,385.60596
Test_3609,177.61044
Test_3610,119.79197
Test_3611,573.9231
Test_3612,465.48383
Test_3613,123.23264
Test_3614,112.52872
Test_3615,237.93547
Test_3616,195.56981
Test_3617,1105.0199
Test_3618,84.63533
Test_3619,248.88797
Test_3620,963.0466
Test_3621,365.58862
Test_3622,270.96295
Test_3623,341.7894
Test_3624,519.7188
Test_3625,273.6691
Test_3626,165.40611
Test_3627,386.67508
Test_3628,376.41766
Test_3629,134.9845
Test_3630,164.46346
Test_3631,149.0308
Test_3632,330.95554
Test_3633,418.4165
Test_3634,198.65526
Test_3635,110.019646
Test_3636,127.063194
Test_3637,308.94403
Test_3638,175.16438
Test_3639,113.15885
Test_3640,289.50366
Test_3641,281.2885
Test_3642,262.58765
Test_3643,372.25443
Test_3644,688.68164
Test_3645,59.869675
Test_3646,177.8482
Test_3647,221.27873
Test_3648,751.2671
Test_3649,343.94772
Test_3650,195.8466
Test_3651,366.05728
Test_3652,137.55244
Test_3653,877.65857
Test_3654,175.66118
Test_3655,114.67309
Test_3656,329.72412
Test_3657,355.99738
Test_3658,376.06458
Test_3659,208.6924
Test_3660,138.42245
Test_3661,246.38942
Test_3662,383.11273
Test_3663,98.77201
Test_3664,166.93468
Test_3665,150.65497
Test_3666,176.71085
Test_3667,174.42996
Test_3668,213.85796
Test_3669,184.71045
Test_3670,165.0299
Test_3671,440.8465
Test_3672,489.89935
Test_3673,117.16881
Test_3674,246.23042
Test_3675,776.4259
Test_3676,375.09515
Test_3677,237.70375
Test_3678,292.2253
Test_3679,171.0642
Test_3680,380.18326
Test_3681,94.74263
Test_3682,388.12595
Test_3683,307.55884
Test_3684,180.82413
Test_3685,244.95218
Test_3686,119.84262
Test_3687,236.27441
Test_3688,984.6636
Test_3689,201.25911
Test_3690,233.36086
Test_3691,124.0232
Test_3692,230.64326
Test_3693,244.53143
Test_3694,169.8053
Test_3695,163.16273
Test_3696,249.01755
Test_3697,279.4326
Test_3698,156.95638
Test_3699,301.59503
Test_3700,188.76079
Test_3701,204.55952
Test_3702,158.61447
Test_3703,232.90457
Test_3704,336.60083
Test_3705,215.81804
Test_3706,629.857
Test_3707,369.1517
Test_3708,205.41376
Test_3709,363.4307
Test_3710,158.54414
Test_3711,133.11705
Test_3712,260.50494
Test_3713,111.99918
Test_3714,343.83582
Test_3715,201.25879
Test_3716,472.76053
Test_3717,279.37967
Test_3718,192.5687
Test_3719,390.54248
Test_3720,128.5334
Test_3721,267.46738
Test_3722,191.21965
Test_3723,182.61702
Test_3724,682.6808
Test_3725,202.32288
Test_3726,220.28168
Test_3727,348.40637
Test_3728,225.22066
Test_3729,815.6793
Test_3730,152.9315
Test_3731,227.28206
Test_3732,698.63245
Test_3733,387.31644
Test_3734,190.55205
Test_3735,183.86925
Test_3736,291.65887
Test_3737,191.28722
Test_3738,346.19696
Test_3739,115.19278
Test_3740,88.94961
Test_3741,159.46198
Test_3742,729.9027
Test_3743,94.55902
Test_3744,129.90695
Test_3745,217.21397
Test_3746,367.6
Test_3747,327.40363
Test_3748,117.31327
Test_3749,175.53693
Test_3750,160.42336
Test_3751,176.54524
Test_3752,390.27408
Test_3753,276.7555
Test_3754,327.98196
Test_3755,377.39285
Test_3756,129.74413
Test_3757,122.81522
Test_3758,479.19138
Test_3759,256.09723
Test_3760,154.53473
Test_3761,299.55933
Test_3762,280.06586
Test_3763,129.91331
Test_3764,142.33759
Test_3765,121.27301
Test_3766,276.20648
Test_3767,393.08328
Test_3768,333.50314
Test_3769,208.01659
Test_3770,114.73021
Test_3771,152.01544
Test_3772,188.22136
Test_3773,262.50323
Test_3774,140.80824
Test_3775,593.063
Test_3776,353.47263
Test_3777,179.3782
Test_3778,139.90364
Test_3779,398.4443
Test_3780,792.7436
Test_3781,317.36423
Test_3782,229.189
Test_3783,164.3915
Test_3784,320.50226
Test_3785,272.20328
Test_3786,261.6238
Test_3787,171.69617
Test_3788,309.76392
Test_3789,233.31004
Test_3790,355.70404
Test_3791,248.59494
Test_3792,158.09814
Test_3793,225.13972
Test_3794,190.52525
Test_3795,521.3548
Test_3796,742.0316
Test_3797,1098.7719
Test_3798,428.69492
Test_3799,299.66476
Test_3800,1125.4924
Test_3801,403.0272
Test_3802,96.58399
Test_3803,176.71321
Test_3804,248.67104
Test_3805,312.5298
Test_3806,388.12173
Test_3807,447.40338
Test_3808,385.9268
Test_3809,173.79109
Test_3810,405.26025
Test_3811,134.69077
Test_3812,165.83412
Test_3813,208.02151
Test_3814,317.78012
